model,point,response,n_test,R2,nRMSE,nMAE,a10,a10_eligible,constant_reference,train_s
ELMIGWO,5,4,108525,0.9262801,0.03304585,0.02258809,0.996655148583276,108525,0,71.4071155
ELMIGWO,5,5,108324,0.9983866,0.008936633,0.005113882,0.997073594032717,108324,0,70.7894384
ELMIGWO,5,6,110524,0.8900691,0.05117276,0.03469901,0.325949692712085,106903,0,71.5610317
ELMIGWO,5,7,88564,0.7847676,0.08623521,0.05826071,0.23053080658087,84852,0,71.4083978
ELMIGWO,6,1,98276,0.8414756,0.07016823,0.04498913,0.317665709756202,93356,0,70.0025498
ELMIGWO,6,2,96724,0.9406044,0.05403156,0.03881308,0.412260593855778,93356,0,71.16983
ELMIGWO,6,3,104586,0.9665489,0.03487605,0.02841256,0.969393609087258,104586,0,71.2035187
ELMIGWO,6,4,107077,0.8737041,0.0410053,0.03174698,0.996852732146026,107077,0,71.1923919
ELMIGWO,6,5,134110,0.9913254,0.02376676,0.0162116,0.672925522084642,54110,0,71.0854265
ELMIGWO,6,6,106651,0.9126543,0.0436086,0.02872017,0.394072620215898,101900,0,70.9337297
ELMIGWO,6,7,103279,0.86707,0.0526589,0.03771953,0.266401832221974,98678,0,71.7596174
ELMIGWO,7,1,111842,0.904712,0.0642072,0.0446526,0.279717007102351,108978,0,71.1551354
ELMIGWO,7,2,92431,0.8613764,0.04626402,0.03095771,0.235468971004243,90496,0,72.5845075
ELMIGWO,7,3,108486,0.9712018,0.0237558,0.01647172,0.996967350625887,108486,0,71.614223
ELMIGWO,7,4,108434,0.9283227,0.03040787,0.01469675,0.995896121142815,108434,0,71.7170654
ELMIGWO,7,5,25045,0.1736138,0.1926434,0.1521748,0.33663405869435,25045,0,71.7350762
ELMIGWO,7,6,110318,0.9113284,0.04677582,0.03182766,0.366549156411366,108643,0,71.3594384
ELMIGWO,7,7,69053,0.8481308,0.05282915,0.03263537,0.285117765064269,67295,0,71.9293815
ELMIGWO,8,1,110981,0.8888279,0.06910425,0.04845159,0.279837178772796,105883,0,71.7788865
ELMIGWO,8,2,73108,0.9094127,0.05805697,0.04005294,0.343332909622474,70803,0,70.8143779
ELMIGWO,8,3,107495,0.9795555,0.02492917,0.01702952,0.990185590027443,107495,0,72.1003863
ELMIGWO,8,4,107264,0.9316345,0.02845106,0.01740089,0.996214946300716,107264,0,71.9252238
ELMIGWO,8,5,180000,NaN,NaN,NaN,NaN,0,1,0.000217
ELMIGWO,8,6,108433,0.9103826,0.04131695,0.02805728,0.374088370019821,105443,0,70.9069725
ELMIGWO,8,7,99976,0.906334,0.05306071,0.03558784,0.355563754881161,97569,0,70.8690193
ELMIGWO,9,1,90800,0.862541,0.07350094,0.04876743,0.294644418791759,85761,0,70.2999906
ELMIGWO,9,2,84195,0.9080449,0.06101298,0.04202816,0.36908017671299,80809,0,71.1951157
ELMIGWO,9,3,105309,0.7250304,0.07473397,0.05312808,0.937298806369826,105309,0,71.8003534
ELMIGWO,9,4,105853,0.8208993,0.04964202,0.03663725,0.997402057570404,105853,0,71.6584263
ELMIGWO,9,5,180000,NaN,NaN,NaN,NaN,0,1,0.000216
ELMIGWO,9,6,103215,0.8837314,0.05251894,0.03456031,0.330227753652984,99713,0,71.1931593
ELMIGWO,9,7,96649,0.823924,0.0636443,0.04361279,0.279449580278398,94110,0,71.8363839
ELMIGWO,10,1,87016,0.8681477,0.07200913,0.04980582,0.253114565755933,83559,0,71.1251857
ELMIGWO,10,2,79143,0.8671272,0.07181375,0.04878553,0.260625122862198,76305,0,71.0121746
ELMIGWO,10,3,41022,0.7547679,0.1096011,0.08839051,0.373043732631271,41022,0,72.3246496
ELMIGWO,10,4,93441,0.3141752,0.1200039,0.09255669,0.822294281953318,93441,0,74.3502957
ELMIGWO,10,5,180000,NaN,NaN,NaN,NaN,0,1,0.0002271
ELMIGWO,10,6,55850,0.6775233,0.06408612,0.0334134,0.161760780874671,52454,0,73.1643201
ELMIGWO,10,7,59752,0.6381839,0.07435784,0.0400947,0.177497575169738,56705,0,72.4735295
