model,point,response,n_test,R2,nRMSE,nMAE,a10,a10_eligible,constant_reference,train_s
ELM,5,1,110916,0.5309413,0.1343504,0.0949081,0.133267894895802,105952,0,0.0621066
ELM,5,2,103798,0.5615895,0.1073536,0.08152512,0.150685747176627,100766,0,0.0571046
ELM,5,3,108198,0.8234551,0.07456829,0.06217292,0.808915137063532,108198,0,0.0661597
ELM,5,4,108525,0.761958,0.05938153,0.04588268,0.995678415111725,108525,0,0.0666696
ELM,5,5,108324,0.890247,0.07370746,0.06011182,0.509988552859939,108324,0,0.063426
ELM,5,6,110524,0.6017148,0.09740383,0.07212631,0.165720325902921,106903,0,0.0630736
ELM,5,7,88564,0.2985861,0.1556747,0.1081221,0.139419224060717,84852,0,0.0561017
ELM,6,1,98276,0.5144983,0.122797,0.08779289,0.135256437722267,93356,0,0.0547804
ELM,6,2,96724,0.7306894,0.1150528,0.08791342,0.201936672522387,93356,0,0.0569879
ELM,6,3,104586,0.5794966,0.1236537,0.1000745,0.446120895722181,104586,0,0.0588112
ELM,6,4,107077,0.5863018,0.07421422,0.05620361,0.921635832158167,107077,0,0.0559666
ELM,6,5,134110,0.6963748,0.1406092,0.1062199,0.152836813897616,54110,0,0.0612263
ELM,6,6,106651,0.6578612,0.08630829,0.06587237,0.157801766437684,101900,0,0.0549962
ELM,6,7,103279,0.4526931,0.1068503,0.08064885,0.108544964429761,98678,0,0.0583024
ELM,7,1,111842,0.757513,0.1024256,0.07572924,0.181192534272973,108978,0,0.0592671
ELM,7,2,92431,0.6616932,0.07227367,0.0519519,0.122292698019802,90496,0,0.0507406
ELM,7,3,108486,0.7942169,0.06350269,0.04694218,0.949108640746271,108486,0,0.0557443
ELM,7,4,108434,0.7711765,0.05433074,0.04004956,0.996523230720992,108434,0,0.0583425
ELM,7,5,25045,0.2445313,0.184192,0.1543509,0.285286484328209,25045,0,0.0470817
ELM,7,6,110318,0.6494694,0.09300196,0.06910374,0.164207542133409,108643,0,0.0541968
ELM,7,7,69053,0.705155,0.07360981,0.0542769,0.143487629095772,67295,0,0.0501485
ELM,8,1,110981,0.7111856,0.1113823,0.0841788,0.149702974037381,105883,0,0.0603049
ELM,8,2,73108,0.5849869,0.1242658,0.09008311,0.131039645212773,70803,0,0.0571152
ELM,8,3,107495,0.7512065,0.08696406,0.06829475,0.735103958323643,107495,0,0.0614849
ELM,8,4,107264,0.490123,0.07769853,0.06025963,0.974185187947494,107264,0,0.0542685
ELM,8,5,180000,NaN,NaN,NaN,NaN,0,1,0.0007235
ELM,8,6,108433,0.6806325,0.07799691,0.05748351,0.154377246474398,105443,0,0.0639465
ELM,8,7,99976,0.5918701,0.1107596,0.08048687,0.150396129918314,97569,0,0.0632567
ELM,9,1,90800,0.5218699,0.1370817,0.1028246,0.136145800538706,85761,0,0.05268
ELM,9,2,84195,0.701077,0.1100054,0.08333597,0.197527503124652,80809,0,0.05933
ELM,9,3,105309,0.6038744,0.08969993,0.07252572,0.896048770760334,105309,0,0.0587409
ELM,9,4,105853,0.5238602,0.08094091,0.06387685,0.976684647577301,105853,0,0.0573151
ELM,9,5,180000,NaN,NaN,NaN,NaN,0,1,0.0004169
ELM,9,6,103215,0.6112968,0.09602711,0.07082853,0.162626738740184,99713,0,0.0599135
ELM,9,7,96649,0.5331817,0.1036295,0.0785961,0.150398469875677,94110,0,0.0536676
ELM,10,1,87016,0.5091333,0.1389394,0.1037141,0.112746681985184,83559,0,0.0537862
ELM,10,2,79143,0.3821163,0.1548613,0.1154469,0.0976869143568573,76305,0,0.0542062
ELM,10,3,41022,0.5184503,0.1535842,0.1311563,0.1731997464775,41022,0,0.0523518
ELM,10,4,93441,0.0943439,0.1379019,0.1054653,0.753919585620873,93441,0,0.0518035
ELM,10,5,180000,NaN,NaN,NaN,NaN,0,1,0.000411
ELM,10,6,55850,0.2728507,0.09623355,0.05454447,0.0839974072520685,52454,0,0.051041
ELM,10,7,59752,0.2040417,0.1102879,0.06399801,0.107362666431532,56705,0,0.0551438
